<검색방법>
 종목코드 | A | B | C | D | E | F | G | H | I | 결과1 | 결과2 |
 code:001515 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:001520 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001525 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001527 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001529 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001530 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:001550 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001560 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001570 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001620 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001630 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001680 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001685 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001689 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001720 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001725 | O | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001740 | X | O | O | O | O | O | X | X | 5 | ........ | ........ |
 code:001745 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001750 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:001755 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:001770 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001780 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001790 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001795 | O | X | O | O | O | X | X | X | 5 | ........ | ........ |
 code:001799 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001800 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:001820 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:001880 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:001940 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002000 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002005 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:002020 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:002025 | O | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:002030 | X | X | O | O | O | X | X | X | 5 | ........ | ........ |
 code:002070 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002100 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002140 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:002150 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002170 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002200 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002210 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002220 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002240 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:002250 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002270 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002300 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:002310 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002320 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002350 | O | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002355 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002360 | X | O | X | X | X | O | X | X | 5 | ........ | ........ |
 code:002380 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:002390 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002410 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:002420 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002450 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002460 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:002550 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:002600 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002620 | O | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:002630 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:002690 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002700 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:002710 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002720 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002760 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002780 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:002785 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002787 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002790 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:002795 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002810 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002820 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002840 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:002870 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002880 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:002900 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:002920 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002960 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:002990 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:002995 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003000 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003010 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003030 | O | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003060 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:003070 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003075 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003080 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003090 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003120 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003160 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003200 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003220 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003230 | X | O | O | O | O | O | X | X | 5 | ........ | ........ |
 code:003240 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003280 | X | O | X | X | X | O | X | X | 5 | ........ | ........ |
 code:003300 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003350 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003410 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003415 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003419 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003460 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003465 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003470 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003475 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003480 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003490 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:003495 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003520 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:003530 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003535 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:003540 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003545 | X | X | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003547 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003550 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:003555 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003560 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:003570 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003580 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003610 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003620 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003650 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003680 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003690 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003720 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:003780 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003830 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003850 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003920 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:003925 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:003960 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004000 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004020 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:004060 | X | O | X | X | X | O | X | X | 5 | ........ | ........ |
 code:004080 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004090 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004100 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004105 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004130 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004135 | X | X | O | O | O | X | X | X | 5 | ........ | ........ |
 code:004140 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004150 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004170 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:004200 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004250 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004255 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004270 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:004310 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004360 | O | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004365 | O | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:004370 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:004380 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004410 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004415 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004430 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004440 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004450 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004490 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004540 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004545 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004560 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004565 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004690 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004700 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004710 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004720 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:004740 | X | X | X | X | X | X | X | X | 5 | ........ | ........ |
 code:004770 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004800 | X | O | O | O | O | O | X | X | 5 | ........ | ........ |
 code:004830 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004835 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004840 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004870 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004890 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:004910 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004920 | O | X | X | X | X | X | X | X | 5 | ........ | ........ |
 code:004960 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004970 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004980 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004985 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004987 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004989 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:004990 | X | X | O | O | O | X | X | X | 5 | ........ | ........ |
 code:005010 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:005030 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:005070 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005090 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005110 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:005180 | X | X | O | O | O | X | X | X | 5 | ........ | ........ |
 code:005190 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005250 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005255 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005257 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005300 | X | X | O | O | O | X | X | X | 5 | ........ | ........ |
 code:005305 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:005320 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005360 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005380 | O | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:005385 | O | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005387 | O | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:005389 | O | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005390 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:005420 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005430 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005440 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005450 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:005490 | X | O | O | O | O | O | X | X | 5 | ........ | ........ |
 code:005500 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005610 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005620 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005680 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005690 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005720 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005725 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005740 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005745 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005750 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005800 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005810 | O | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:005820 | O | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005830 | O | O | O | O | O | O | X | X | 5 | ok_rslt0 | ........ |
 code:005850 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005870 | O | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:005880 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005930 | X | O | O | O | O | O | X | X | 5 | ........ | ........ |
 code:005935 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:005940 | O | O | O | O | O | O | X | X | 5 | ok_rslt0 | ........ |
 code:005945 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:005950 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005960 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005965 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:005980 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006040 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:006060 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006090 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006110 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006120 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006125 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006200 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:006220 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006260 | O | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006280 | O | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006340 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:006345 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006360 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006370 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006380 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006390 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006400 | X | X | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006405 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006490 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006570 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006650 | X | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006660 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006740 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006800 | O | O | O | X | X | O | X | X | 5 | ........ | ........ |
 code:006805 | O | O | O | O | O | X | X | X | 5 | ........ | ........ |
 code:006840 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006880 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006890 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:006980 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007070 | X | O | O | O | O | O | X | X | 5 | ........ | ........ |
 code:007110 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:007120 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:007160 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007190 | X | X | X | X | X | X | X | X | 5 | ........ | ........ |
 code:007197 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007210 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007280 | X | X | X | X | X | X | X | X | 5 | ........ | ........ |
 code:007310 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007340 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007460 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007540 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007570 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007575 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007590 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007610 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007630 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007660 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007690 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007700 | X | X | O | O | O | X | X | X | 5 | ........ | ........ |
 code:007810 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007815 | O | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:00781K | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007860 | X | X | O | X | X | X | X | X | 5 | ........ | ........ |
 code:007980 | X | O | O | X | X | X | X | X | 5 | ........ | ........ |
 code:008000 | X | X | O | O | O | X | X | X | 5 | ........ | ........ |
 code:008040 | X | O | X | X | X | X | X | X | 5 | ........ | ........ |
 code:008060 | X | O | O | O | O | X | X | X | 5 | ........ | ........ |
